subscription_id,customer_id,plan_id,start_date,end_date,subscription_status,cancellation_reason
S028859,C027951,1,2025-06-07,2027-05-07,Cancelled,Low Engagement
S028860,C006532,3,2023-05-04,,Active,
S028861,C013411,1,2023-06-23,,Active,
S028862,C007978,2,2025-06-22,,Active,
S028863,C009575,1,2024-01-04,,Active,
S028864,C025137,1,2024-09-25,2026-06-25,Cancelled,Too Expensive
S028865,C035012,2,2025-06-17,,Active,
S028866,C042474,2,2024-07-02,,Active,
S028867,C048079,1,2023-12-12,2025-09-12,Cancelled,Switched to Competitor
S028868,C005090,2,2023-05-11,2024-04-11,Cancelled,Technical Issues
S028869,C005087,2,2024-10-20,2025-01-20,Cancelled,Low Engagement
S028870,C036369,2,2025-10-01,,Active,
S028871,C047389,1,2025-06-25,,Active,
S028872,C046767,1,2025-08-17,2027-04-17,Cancelled,Low Engagement
S028873,C047858,2,2023-01-28,,Active,
S028874,C034459,1,2025-02-11,2026-03-11,Cancelled,Technical Issues
S028875,C042683,2,2023-08-05,,Active,
S028876,C045721,1,2023-03-16,,Active,
S028877,C000873,3,2023-09-02,,Active,
S028878,C011387,3,2024-07-23,2025-08-23,Cancelled,Too Expensive
S028879,C023036,1,2023-12-20,2024-06-20,Cancelled,Low Engagement
S028880,C040219,3,2023-07-11,,Active,
S028881,C030322,1,2025-01-28,,Active,
S028882,C002251,3,2025-04-07,,Active,
S028883,C003600,1,2025-06-14,2026-10-14,Cancelled,Not Enough Content
S028884,C045249,2,2023-09-25,,Active,
S028885,C013931,1,2023-12-25,,Active,
S028886,C002495,2,2025-05-06,2025-08-06,Cancelled,Technical Issues
S028887,C013304,2,2025-01-29,,Active,
S028888,C004468,1,2025-12-02,2026-09-02,Cancelled,Switched to Competitor
S028889,C023293,3,2023-07-10,,Active,
S028890,C008891,2,2023-04-10,,Active,
S028891,C020519,1,2025-11-27,,Active,
S028892,C001060,3,2023-10-04,2024-10-04,Cancelled,Too Expensive
S028893,C025656,2,2025-09-25,,Active,
S028894,C041640,1,2023-08-19,,Active,
S028895,C009602,1,2023-07-22,,Active,
S028896,C011416,3,2024-12-12,,Active,
S028897,C036734,1,2024-06-21,,Active,
S028898,C029165,2,2024-11-19,,Active,
S028899,C005974,1,2023-02-05,,Active,
S028900,C005571,2,2025-05-06,,Active,
S028901,C006218,1,2025-07-13,2026-11-13,Cancelled,Too Expensive
S028902,C026230,1,2023-08-12,2023-10-12,Cancelled,Switched to Competitor
S028903,C017236,1,2024-06-18,,Active,
S028904,C007464,3,2023-05-07,2024-07-07,Cancelled,Low Engagement
S028905,C013927,1,2024-09-06,,Active,
S028906,C033803,3,2023-03-06,,Active,
S028907,C018769,2,2023-02-11,,Active,
S028908,C046816,3,2024-10-22,,Active,
S028909,C005635,1,2025-09-14,2026-08-14,Cancelled,Switched to Competitor
S028910,C038799,2,2023-08-08,,Active,
S028911,C049389,1,2025-09-18,,Active,
S028912,C002352,2,2024-07-08,2026-06-08,Cancelled,Switched to Competitor
S028913,C036291,2,2025-06-23,,Active,
S028914,C008513,1,2023-06-04,,Active,
S028915,C038775,1,2025-04-13,,Active,
S028916,C030817,1,2024-07-10,,Active,
S028917,C000097,1,2025-03-21,2026-09-21,Cancelled,Switched to Competitor
S028918,C014889,1,2023-06-20,2025-05-20,Cancelled,Low Engagement
S028919,C040329,1,2025-12-21,2027-02-21,Cancelled,Too Expensive
S028920,C029307,3,2025-11-16,,Active,
S028921,C031924,1,2024-06-08,,Active,
S028922,C033863,1,2024-11-10,2026-04-10,Cancelled,Low Engagement
S028923,C003348,2,2024-09-14,,Active,
S028924,C048976,1,2024-10-04,,Active,
S028925,C034401,2,2024-09-04,2025-11-04,Cancelled,Switched to Competitor
S028926,C042068,2,2025-02-28,2025-08-28,Cancelled,Too Expensive
S028927,C048257,2,2025-05-28,,Active,
S028928,C007348,2,2023-03-18,,Active,
S028929,C048691,1,2023-04-12,,Active,
S028930,C015324,3,2025-10-11,2026-05-11,Cancelled,Switched to Competitor
S028931,C012884,1,2023-10-12,2025-01-12,Cancelled,Technical Issues
S028932,C000352,2,2023-08-13,2025-01-13,Cancelled,Switched to Competitor
S028933,C019462,2,2024-02-02,,Active,
S028934,C023025,3,2025-07-26,,Active,
S028935,C049055,2,2025-04-23,,Active,
S028936,C028097,3,2025-07-22,,Active,
S028937,C041575,3,2025-06-09,,Active,
S028938,C014988,1,2023-04-02,2024-04-02,Cancelled,Too Expensive
S028939,C030378,2,2023-11-21,,Active,
S028940,C032796,1,2025-12-22,,Active,
S028941,C000718,3,2024-07-03,,Active,
S028942,C049332,2,2023-11-28,2025-10-28,Cancelled,Technical Issues
S028943,C025622,1,2023-10-21,,Active,
S028944,C011157,1,2025-10-09,,Active,
S028945,C015514,2,2024-10-20,,Active,
S028946,C046506,2,2023-12-20,2025-03-20,Cancelled,Not Enough Content
S028947,C036562,1,2023-05-10,,Active,
S028948,C046349,1,2024-07-23,,Active,
S028949,C031208,3,2023-01-22,2024-04-22,Cancelled,Low Engagement
S028950,C022643,2,2025-11-03,,Active,
S028951,C036173,1,2023-03-11,,Active,
S028952,C015321,1,2023-01-29,,Active,
S028953,C030177,2,2025-04-15,2025-08-15,Cancelled,Low Engagement
S028954,C009460,2,2024-09-11,,Active,
S028955,C024382,3,2023-06-23,,Active,
S028956,C003307,2,2024-05-24,,Active,
S028957,C007824,1,2025-06-27,2027-04-27,Cancelled,Too Expensive
S028958,C017099,1,2023-04-02,,Active,
S028959,C023638,2,2024-05-11,,Active,
S028960,C039413,2,2023-08-10,,Active,
S028961,C044341,1,2025-04-18,2026-07-18,Cancelled,Too Expensive
S028962,C005628,1,2023-09-23,2024-01-23,Cancelled,Technical Issues
S028963,C016295,3,2025-12-17,,Active,
S028964,C022304,3,2024-12-03,,Active,
S028965,C018984,2,2024-11-14,,Active,
S028966,C045594,1,2025-03-18,,Active,
S028967,C028739,1,2024-08-02,,Active,
S028968,C036182,1,2025-06-25,2025-12-25,Cancelled,Not Enough Content
S028969,C039896,3,2024-09-12,,Active,
S028970,C035133,2,2023-12-25,,Active,
S028971,C009070,2,2025-11-18,,Active,
S028972,C012930,1,2024-11-10,,Active,
S028973,C034265,2,2024-07-21,2024-10-21,Cancelled,Low Engagement
S028974,C017619,2,2025-11-26,,Active,
S028975,C000017,3,2023-01-26,,Active,
S028976,C016738,2,2023-06-03,,Active,
S028977,C042577,2,2025-07-17,,Active,
S028978,C014815,1,2024-02-27,,Active,
S028979,C004749,3,2023-01-31,,Active,
S028980,C016909,1,2024-11-25,,Active,
S028981,C022469,3,2025-03-10,,Active,
S028982,C000169,3,2024-10-21,,Active,
S028983,C033946,3,2023-06-23,,Active,
S028984,C038311,3,2025-02-15,2026-09-15,Cancelled,Technical Issues
S028985,C028518,2,2025-06-16,,Active,
S028986,C025934,1,2024-09-28,,Active,
S028987,C046141,2,2023-04-17,,Active,
S028988,C027515,2,2023-09-06,2025-04-06,Cancelled,Too Expensive
S028989,C013066,2,2023-01-07,,Active,
S028990,C008317,2,2025-12-25,,Active,
S028991,C007277,1,2023-06-12,,Active,
S028992,C044943,2,2025-04-28,2026-11-28,Cancelled,Low Engagement
S028993,C023854,2,2025-09-07,2026-04-07,Cancelled,Not Enough Content
S028994,C003319,1,2023-05-08,,Active,
S028995,C030183,1,2024-12-06,2026-11-06,Cancelled,Low Engagement
S028996,C017064,1,2025-03-11,,Active,
S028997,C022901,2,2023-04-28,,Active,
S028998,C033804,1,2025-10-24,,Active,
S028999,C033140,2,2023-05-05,,Active,
S029000,C014064,1,2023-04-29,,Active,
S029001,C048616,1,2023-03-22,,Active,
S029002,C008703,1,2025-01-13,,Active,
S029003,C033478,3,2023-03-27,,Active,
S029004,C042175,3,2023-06-26,,Active,
S029005,C009179,1,2025-08-29,,Active,
S029006,C004673,3,2025-05-01,2027-02-01,Cancelled,Too Expensive
S029007,C017857,1,2025-01-03,,Active,
S029008,C029647,3,2023-10-04,,Active,
S029009,C046434,1,2024-08-02,2026-04-02,Cancelled,Not Enough Content
S029010,C046933,2,2025-06-05,2025-09-05,Cancelled,Not Enough Content
S029011,C011781,1,2023-09-18,,Active,
S029012,C014901,3,2024-10-27,,Active,
S029013,C005705,1,2025-12-08,,Active,
S029014,C004848,2,2025-08-17,,Active,
S029015,C017945,1,2023-02-06,,Active,
S029016,C006264,2,2025-08-05,,Active,
S029017,C045768,1,2025-09-14,2027-01-14,Cancelled,Too Expensive
S029018,C001707,2,2023-03-13,,Active,
S029019,C042873,3,2024-04-05,,Active,
S029020,C006622,3,2025-09-30,,Active,
S029021,C017247,2,2024-11-14,,Active,
S029022,C016390,2,2023-07-18,,Active,
S029023,C009077,1,2024-03-09,2025-04-09,Cancelled,Technical Issues
S029024,C016104,2,2025-02-01,,Active,
S029025,C011699,1,2025-05-21,,Active,
S029026,C032453,2,2024-01-10,2026-01-10,Cancelled,Too Expensive
S029027,C019633,2,2024-12-05,2026-12-05,Cancelled,Low Engagement
S029028,C046581,3,2025-01-13,,Active,
S029029,C025888,1,2023-12-11,,Active,
S029030,C016939,1,2024-07-13,2025-11-13,Cancelled,Not Enough Content
S029031,C025783,2,2024-11-30,,Active,
S029032,C011208,2,2025-05-13,2025-06-13,Cancelled,Not Enough Content
S029033,C013480,2,2023-09-02,,Active,
S029034,C023702,2,2023-05-20,,Active,
S029035,C005108,2,2024-12-06,2026-10-06,Cancelled,Not Enough Content
S029036,C030397,2,2024-09-06,,Active,
S029037,C029973,2,2023-02-18,,Active,
S029038,C025000,3,2024-10-10,,Active,
S029039,C025839,3,2023-04-19,2024-08-19,Cancelled,Not Enough Content
S029040,C002438,2,2023-07-14,,Active,
S029041,C037213,2,2024-05-31,,Active,
S029042,C046698,1,2024-07-19,2026-04-19,Cancelled,Low Engagement
S029043,C024843,2,2025-02-18,,Active,
S029044,C041903,3,2025-11-14,2025-12-14,Cancelled,Not Enough Content
S029045,C040072,2,2023-12-22,2024-01-22,Cancelled,Switched to Competitor
S029046,C036368,1,2024-09-25,2025-02-25,Cancelled,Too Expensive
S029047,C033635,1,2023-10-23,,Active,
S029048,C042353,2,2025-05-21,,Active,
S029049,C011307,1,2023-08-27,2024-02-27,Cancelled,Switched to Competitor
S029050,C007468,2,2025-11-07,,Active,
S029051,C018393,2,2023-01-12,,Active,
S029052,C049522,3,2023-07-02,,Active,
S029053,C029012,2,2023-04-19,,Active,
S029054,C047593,2,2025-06-14,,Active,
S029055,C014830,2,2023-08-13,,Active,
S029056,C019481,2,2025-09-14,,Active,
S029057,C042738,1,2024-03-03,,Active,
S029058,C012056,2,2025-08-18,,Active,
S029059,C023367,1,2024-07-30,,Active,
S029060,C039517,1,2023-01-23,,Active,
S029061,C005948,3,2023-09-23,,Active,
S029062,C029586,1,2025-12-12,,Active,
S029063,C033747,1,2023-12-05,,Active,
S029064,C014515,1,2023-10-02,2025-07-02,Cancelled,Low Engagement
S029065,C039194,1,2023-06-15,,Active,
S029066,C017397,3,2024-07-07,,Active,
S029067,C043495,3,2024-10-08,2026-01-08,Cancelled,Switched to Competitor
S029068,C004466,3,2024-03-18,2025-10-18,Cancelled,Switched to Competitor
S029069,C028958,3,2023-06-19,,Active,
S029070,C023554,2,2024-08-05,2025-10-05,Cancelled,Too Expensive
S029071,C012446,2,2025-02-07,2025-08-07,Cancelled,Too Expensive
S029072,C015425,1,2023-01-08,2025-01-08,Cancelled,Too Expensive
S029073,C014723,2,2025-11-28,,Active,
S029074,C024197,3,2024-06-16,,Active,
S029075,C036506,1,2025-05-09,2026-02-09,Cancelled,Not Enough Content
S029076,C000499,2,2025-01-12,2025-11-12,Cancelled,Too Expensive
S029077,C040368,3,2023-12-02,,Active,
S029078,C021560,2,2024-04-18,,Active,
S029079,C027699,1,2025-04-13,2026-03-13,Cancelled,Low Engagement
S029080,C031552,2,2023-04-30,2023-10-30,Cancelled,Not Enough Content
S029081,C007529,2,2023-04-17,,Active,
S029082,C012289,2,2023-02-04,,Active,
S029083,C005329,1,2023-11-06,,Active,
S029084,C047774,3,2024-07-12,,Active,
S029085,C036638,3,2025-09-06,2026-12-06,Cancelled,Low Engagement
S029086,C018988,1,2023-11-29,,Active,
S029087,C026993,2,2025-09-05,,Active,
S029088,C033256,2,2025-04-30,,Active,
S029089,C047484,3,2023-03-04,,Active,
S029090,C010611,1,2024-06-20,,Active,
S029091,C039919,1,2025-12-04,2027-05-04,Cancelled,Low Engagement
S029092,C004723,2,2024-09-19,,Active,
S029093,C044087,1,2024-08-25,,Active,
S029094,C008400,2,2025-12-17,2026-10-17,Cancelled,Too Expensive
S029095,C042854,2,2025-01-13,2025-08-13,Cancelled,Switched to Competitor
S029096,C040449,2,2025-08-11,,Active,
S029097,C043144,2,2023-01-27,,Active,
S029098,C049052,3,2023-12-15,,Active,
S029099,C021229,1,2025-10-28,,Active,
S029100,C013978,1,2023-01-13,2023-02-13,Cancelled,Low Engagement
S029101,C015950,1,2023-01-12,2024-12-12,Cancelled,Low Engagement
S029102,C001086,3,2025-06-06,2025-07-06,Cancelled,Too Expensive
S029103,C041107,2,2023-04-24,,Active,
S029104,C030452,1,2023-11-21,2024-07-21,Cancelled,Switched to Competitor
S029105,C035502,1,2023-04-24,,Active,
S029106,C037160,1,2023-01-21,,Active,
S029107,C004775,3,2025-04-21,,Active,
S029108,C022136,3,2023-07-01,2025-03-01,Cancelled,Low Engagement
S029109,C006032,1,2024-03-30,,Active,
S029110,C031924,2,2024-06-09,,Active,
S029111,C035132,1,2023-10-18,2025-04-18,Cancelled,Switched to Competitor
S029112,C040550,3,2023-04-16,,Active,
S029113,C005412,3,2025-12-06,,Active,
S029114,C023499,2,2025-12-26,,Active,
S029115,C007236,2,2025-11-15,2027-03-15,Cancelled,Low Engagement
S029116,C009192,1,2024-02-05,,Active,
S029117,C011403,2,2025-09-01,,Active,
S029118,C007584,1,2023-07-16,2024-12-16,Cancelled,Switched to Competitor
S029119,C042364,2,2023-12-29,,Active,
S029120,C027873,1,2024-02-06,2025-11-06,Cancelled,Low Engagement
S029121,C046003,1,2024-03-20,,Active,
S029122,C008538,2,2023-01-30,,Active,
S029123,C029202,3,2024-03-20,,Active,
S029124,C046199,2,2024-09-11,,Active,
S029125,C009049,2,2024-10-12,,Active,
S029126,C034799,2,2023-07-16,2023-09-16,Cancelled,Switched to Competitor
S029127,C012743,3,2025-05-15,2026-07-15,Cancelled,Too Expensive
S029128,C005398,2,2025-10-17,2026-08-17,Cancelled,Low Engagement
S029129,C017563,1,2025-05-10,,Active,
S029130,C040086,2,2024-05-15,2025-07-15,Cancelled,Not Enough Content
S029131,C029220,3,2025-12-22,2026-11-22,Cancelled,Low Engagement
S029132,C003411,2,2025-10-22,,Active,
S029133,C008062,1,2025-11-15,2027-06-15,Cancelled,Low Engagement
S029134,C027990,1,2024-03-05,,Active,
S029135,C009456,2,2024-07-11,,Active,
S029136,C008934,3,2025-01-26,2025-11-26,Cancelled,Low Engagement
S029137,C034604,2,2023-11-09,2025-11-09,Cancelled,Too Expensive
S029138,C045897,1,2024-12-03,,Active,
S029139,C005536,3,2026-01-03,,Active,
S029140,C022913,3,2024-05-06,,Active,
S029141,C010355,2,2023-05-13,2025-01-13,Cancelled,Technical Issues
S029142,C038716,2,2024-11-26,,Active,
S029143,C005050,1,2024-04-20,,Active,
S029144,C005585,3,2025-10-12,,Active,
S029145,C029885,1,2025-04-04,2025-07-04,Cancelled,Too Expensive
S029146,C037597,3,2024-11-28,,Active,
S029147,C002106,1,2024-05-16,,Active,
S029148,C005365,2,2023-03-12,,Active,
S029149,C045753,2,2024-10-30,2026-08-30,Cancelled,Low Engagement
S029150,C015205,2,2025-01-13,2026-07-13,Cancelled,Switched to Competitor
S029151,C019274,2,2025-09-23,,Active,
S029152,C010030,3,2023-01-23,2024-03-23,Cancelled,Not Enough Content
S029153,C045507,2,2025-02-15,2026-08-15,Cancelled,Low Engagement
S029154,C049657,2,2024-06-27,,Active,
S029155,C021474,3,2023-03-25,2024-12-25,Cancelled,Technical Issues
S029156,C040413,3,2023-07-04,,Active,
S029157,C025194,1,2025-08-20,2027-08-20,Cancelled,Switched to Competitor
S029158,C031247,1,2023-04-09,,Active,
S029159,C031014,1,2023-05-17,2024-03-17,Cancelled,Low Engagement
S029160,C042439,1,2025-06-01,2027-02-01,Cancelled,Too Expensive
S029161,C001859,2,2025-11-04,,Active,
S029162,C037441,1,2023-07-05,,Active,
S029163,C028584,3,2024-08-05,,Active,
S029164,C036747,1,2023-07-30,,Active,
S029165,C000432,2,2024-02-06,,Active,
S029166,C046883,2,2025-09-25,2027-06-25,Cancelled,Too Expensive
S029167,C002739,1,2025-11-07,2027-04-07,Cancelled,Low Engagement
S029168,C002796,3,2025-05-27,,Active,
S029169,C008608,2,2023-06-23,,Active,
S029170,C047463,1,2023-06-04,,Active,
S029171,C046566,1,2024-02-22,,Active,
S029172,C000313,2,2023-02-21,2024-06-21,Cancelled,Not Enough Content
S029173,C000696,2,2023-02-09,,Active,
S029174,C048338,1,2023-11-12,,Active,
S029175,C008122,2,2025-01-01,2026-12-01,Cancelled,Not Enough Content
S029176,C038222,2,2024-02-12,,Active,
S029177,C009910,1,2024-08-13,2025-05-13,Cancelled,Too Expensive
S029178,C039341,1,2025-09-16,2027-05-16,Cancelled,Not Enough Content
S029179,C045409,2,2023-04-27,,Active,
S029180,C016930,3,2023-12-24,2025-11-24,Cancelled,Low Engagement
S029181,C012175,1,2025-03-07,,Active,
S029182,C002042,1,2025-12-31,,Active,
S029183,C025201,1,2024-03-12,2024-10-12,Cancelled,Too Expensive
S029184,C010116,1,2025-05-27,,Active,
S029185,C008971,2,2025-12-08,,Active,
S029186,C010456,1,2024-05-19,,Active,
S029187,C028823,1,2023-01-22,2024-12-22,Cancelled,Not Enough Content
S029188,C006957,1,2025-03-14,,Active,
S029189,C044686,2,2024-06-10,,Active,
S029190,C040743,1,2025-08-23,2026-02-23,Cancelled,Too Expensive
S029191,C027904,1,2025-01-12,,Active,
S029192,C038927,2,2025-11-30,,Active,
S029193,C004975,2,2023-09-14,2023-10-14,Cancelled,Technical Issues
S029194,C023394,1,2025-08-08,2026-03-08,Cancelled,Too Expensive
S029195,C018035,1,2024-09-14,,Active,
S029196,C003378,2,2024-03-03,2026-03-03,Cancelled,Switched to Competitor
S029197,C017240,3,2023-01-22,,Active,
S029198,C000238,1,2025-03-29,,Active,
S029199,C012345,3,2023-04-29,,Active,
S029200,C016059,1,2024-02-02,2025-09-02,Cancelled,Low Engagement
S029201,C027490,1,2024-06-25,2024-11-25,Cancelled,Too Expensive
S029202,C035562,2,2024-01-03,,Active,
S029203,C016896,2,2024-01-13,,Active,
S029204,C040806,1,2024-05-02,2024-11-02,Cancelled,Switched to Competitor
S029205,C043727,2,2025-04-23,2026-05-23,Cancelled,Low Engagement
S029206,C024519,1,2023-05-29,2024-11-29,Cancelled,Not Enough Content
S029207,C000490,2,2023-03-26,2024-04-26,Cancelled,Low Engagement
S029208,C004870,2,2024-07-01,,Active,
S029209,C024022,1,2025-11-26,,Active,
S029210,C034752,2,2025-05-31,,Active,
S029211,C024553,2,2023-05-18,2024-10-18,Cancelled,Not Enough Content
S029212,C041132,1,2023-01-17,,Active,
S029213,C048112,1,2023-01-25,,Active,
S029214,C001251,1,2024-08-15,,Active,
S029215,C017288,1,2023-02-09,2024-06-09,Cancelled,Too Expensive
S029216,C037113,2,2023-07-03,,Active,
S029217,C010711,3,2025-01-26,,Active,
S029218,C017804,3,2024-08-30,2024-09-30,Cancelled,Low Engagement
S029219,C031583,2,2023-06-21,,Active,
S029220,C031516,2,2024-03-09,,Active,
S029221,C004749,1,2023-02-01,,Active,
S029222,C000323,2,2025-04-14,,Active,
S029223,C020760,3,2024-07-26,,Active,
S029224,C041179,3,2023-06-12,,Active,
S029225,C024400,2,2025-05-31,,Active,
S029226,C039191,2,2023-02-26,,Active,
S029227,C016803,1,2023-10-27,,Active,
S029228,C005980,1,2025-05-02,,Active,
S029229,C002007,3,2024-06-02,,Active,
S029230,C048034,2,2024-11-19,,Active,
S029231,C035125,1,2023-02-14,2024-11-14,Cancelled,Low Engagement
S029232,C002944,3,2025-11-09,,Active,
S029233,C005355,2,2025-06-26,,Active,
S029234,C043108,2,2025-10-30,,Active,
S029235,C018393,3,2023-01-15,,Active,
S029236,C040268,2,2023-02-23,,Active,
S029237,C029504,1,2024-03-13,2026-01-13,Cancelled,Not Enough Content
S029238,C047417,3,2023-02-01,,Active,
S029239,C024940,2,2025-03-31,,Active,
S029240,C022617,3,2024-10-27,,Active,
S029241,C025605,1,2023-08-14,,Active,
S029242,C030836,1,2023-06-27,2024-01-27,Cancelled,Technical Issues
S029243,C019532,1,2023-10-12,,Active,
S029244,C012242,2,2024-09-17,,Active,
S029245,C045592,2,2025-01-13,,Active,
S029246,C030789,2,2025-06-01,,Active,
S029247,C040804,2,2025-10-19,,Active,
S029248,C019416,2,2025-04-19,,Active,
S029249,C028339,2,2025-07-29,,Active,
S029250,C047576,1,2024-02-01,,Active,
S029251,C024367,1,2023-06-06,,Active,
S029252,C018146,2,2024-09-10,2026-01-10,Cancelled,Switched to Competitor
S029253,C025823,1,2023-01-07,,Active,
S029254,C029658,1,2023-12-27,,Active,
S029255,C042204,2,2025-04-23,,Active,
S029256,C003230,1,2025-12-22,,Active,
S029257,C038506,1,2025-03-27,2026-03-27,Cancelled,Switched to Competitor
S029258,C046870,1,2024-03-11,2025-03-11,Cancelled,Not Enough Content
S029259,C048498,2,2023-12-10,2025-12-10,Cancelled,Switched to Competitor
S029260,C036044,2,2023-07-27,,Active,
S029261,C039416,1,2025-06-17,,Active,
S029262,C010940,1,2025-03-09,,Active,
S029263,C007901,2,2023-10-07,2025-02-07,Cancelled,Technical Issues
S029264,C002504,2,2024-10-16,2026-04-16,Cancelled,Not Enough Content
S029265,C045403,3,2024-11-23,,Active,
S029266,C038851,2,2023-09-03,,Active,
S029267,C016753,2,2023-07-09,2024-07-09,Cancelled,Low Engagement
S029268,C031745,1,2024-06-10,,Active,
S029269,C012994,2,2023-10-11,2024-08-11,Cancelled,Low Engagement
S029270,C044834,3,2025-08-08,,Active,
S029271,C002534,1,2025-11-20,,Active,
S029272,C016750,2,2023-03-28,,Active,
S029273,C016802,2,2024-03-24,2025-02-24,Cancelled,Switched to Competitor
S029274,C040149,2,2025-02-27,2026-06-27,Cancelled,Low Engagement
S029275,C000691,1,2023-08-25,2025-07-25,Cancelled,Too Expensive
S029276,C022138,2,2023-03-24,,Active,
S029277,C045798,2,2024-07-07,,Active,
S029278,C002035,1,2024-07-25,2026-06-25,Cancelled,Low Engagement
S029279,C048029,2,2025-08-07,,Active,
S029280,C046173,2,2025-05-22,,Active,
S029281,C002075,2,2023-08-02,2024-09-02,Cancelled,Switched to Competitor
S029282,C038936,1,2023-09-26,,Active,
S029283,C034333,1,2024-12-07,,Active,
S029284,C006677,3,2023-10-29,2024-09-29,Cancelled,Technical Issues
S029285,C040123,1,2025-12-18,,Active,
S029286,C012029,1,2024-04-06,2024-11-06,Cancelled,Too Expensive
S029287,C022436,1,2024-10-19,2024-11-19,Cancelled,Technical Issues
S029288,C014629,1,2025-09-25,2027-04-25,Cancelled,Technical Issues
S029289,C048284,1,2025-12-08,,Active,
S029290,C026665,1,2025-12-25,,Active,
S029291,C048353,3,2024-05-24,,Active,
S029292,C040518,2,2023-08-09,,Active,
S029293,C042826,3,2024-07-06,,Active,
S029294,C043234,2,2025-07-30,,Active,
S029295,C032985,1,2023-11-19,,Active,
S029296,C041593,1,2023-12-29,,Active,
S029297,C025083,3,2025-06-19,,Active,
S029298,C026500,2,2023-03-11,,Active,
S029299,C034410,2,2023-12-18,,Active,
S029300,C049489,2,2024-02-02,,Active,
S029301,C048555,1,2024-12-18,2025-05-18,Cancelled,Switched to Competitor
S029302,C040196,2,2025-11-06,,Active,
S029303,C019792,2,2023-08-12,,Active,
S029304,C014364,1,2023-09-21,2024-06-21,Cancelled,Technical Issues
S029305,C046672,2,2024-11-06,,Active,
S029306,C047185,3,2024-12-30,,Active,
S029307,C040891,3,2023-10-25,2025-10-25,Cancelled,Too Expensive
S029308,C000111,2,2023-08-01,2024-10-01,Cancelled,Not Enough Content
S029309,C003449,1,2025-04-02,,Active,
S029310,C049924,2,2023-07-20,,Active,
S029311,C003587,2,2025-06-18,2026-04-18,Cancelled,Too Expensive
S029312,C024399,3,2025-01-09,,Active,
S029313,C038919,2,2024-05-11,,Active,
S029314,C049542,1,2024-01-13,,Active,
S029315,C044237,3,2025-05-31,,Active,
S029316,C042114,2,2023-08-07,,Active,
S029317,C032400,1,2024-01-03,,Active,
S029318,C039991,1,2024-08-23,,Active,
S029319,C010669,1,2025-03-06,,Active,
S029320,C026075,2,2024-12-23,,Active,
S029321,C046430,2,2023-04-12,,Active,
S029322,C003091,3,2025-02-06,2025-09-06,Cancelled,Low Engagement
S029323,C021080,2,2023-10-24,2023-11-24,Cancelled,Too Expensive
S029324,C048176,3,2025-11-02,,Active,
S029325,C041627,2,2025-03-20,,Active,
S029326,C020813,1,2025-11-28,,Active,
S029327,C041853,1,2023-09-16,2025-02-16,Cancelled,Not Enough Content
S029328,C002768,1,2024-03-05,2024-07-05,Cancelled,Low Engagement
S029329,C010031,2,2024-09-04,,Active,
S029330,C030399,1,2024-03-16,2024-11-16,Cancelled,Switched to Competitor
S029331,C019730,1,2024-06-03,,Active,
S029332,C031616,3,2025-04-12,,Active,
S029333,C041553,1,2025-05-18,,Active,
S029334,C008004,2,2024-12-08,,Active,
S029335,C003659,2,2023-10-07,2024-03-07,Cancelled,Low Engagement
S029336,C008532,2,2025-05-10,,Active,
S029337,C034499,1,2024-07-12,2024-12-12,Cancelled,Not Enough Content
S029338,C015157,1,2025-08-10,2026-02-10,Cancelled,Low Engagement
S029339,C000952,1,2025-01-07,,Active,
S029340,C041282,2,2023-07-25,2024-07-25,Cancelled,Too Expensive
S029341,C048152,1,2024-09-28,2025-12-28,Cancelled,Too Expensive
S029342,C002138,2,2024-02-20,,Active,
S029343,C034136,3,2025-10-15,,Active,
S029344,C002136,1,2025-05-25,,Active,
S029345,C027136,2,2024-10-20,2025-10-20,Cancelled,Technical Issues
S029346,C014685,1,2025-03-22,2025-04-22,Cancelled,Technical Issues
S029347,C019914,2,2024-11-27,,Active,
S029348,C000787,2,2024-07-28,,Active,
S029349,C001617,1,2025-10-06,2026-07-06,Cancelled,Switched to Competitor
S029350,C010487,1,2023-04-22,,Active,
S029351,C014818,1,2025-02-28,,Active,
S029352,C034494,2,2025-03-10,,Active,
S029353,C047760,1,2023-10-13,2024-01-13,Cancelled,Switched to Competitor
S029354,C048275,1,2023-10-07,2024-03-07,Cancelled,Low Engagement
S029355,C046536,2,2023-04-17,2023-10-17,Cancelled,Low Engagement
S029356,C013572,3,2024-11-30,2026-01-30,Cancelled,Too Expensive
S029357,C038467,1,2023-07-30,,Active,
S029358,C040605,2,2024-08-27,,Active,
S029359,C038564,2,2024-04-09,2025-05-09,Cancelled,Technical Issues
S029360,C016870,1,2025-06-21,,Active,
S029361,C024599,2,2023-07-01,,Active,
S029362,C032316,1,2025-07-25,,Active,
S029363,C014825,2,2025-08-11,,Active,
S029364,C025386,2,2025-10-18,2026-08-18,Cancelled,Switched to Competitor
S029365,C032220,1,2023-10-04,,Active,
S029366,C018741,2,2024-02-08,,Active,
S029367,C027228,1,2025-01-06,,Active,
S029368,C044127,2,2024-04-16,2024-12-16,Cancelled,Switched to Competitor
S029369,C034389,2,2025-10-26,2027-09-26,Cancelled,Not Enough Content
S029370,C047361,1,2024-11-04,,Active,
S029371,C039820,3,2023-12-09,,Active,
S029372,C031787,1,2025-05-07,,Active,
S029373,C035769,1,2024-10-25,,Active,
S029374,C006434,3,2024-09-02,,Active,
